"ID","mean.elev","total.area"
109,11.3425841331482,22963259.1229248
110,17.5613269805908,1837060.72983551
111,53.4293346405029,918530.364917755
112,55.6763725280762,918530.364916801
113,19.7928047180176,918530.364918709
114,22.5572738647461,1837060.72983551
115,48.7147426605225,918530.364916801
116,53.0720205307007,1837060.7298336
117,15.3342447280884,918530.364916801
118,14.4747047424316,2755591.09475327
119,57.2130451202393,1837060.72983551
120,32.3008489608765,918530.364916801
121,18.7603578567505,918530.364917755
122,10.4372320175171,16533546.5685101
123,15.9736433029175,1837060.72983551
124,43.6523361206055,1837060.72983742
125,52.837441444397,1837060.7298336
126,24.6965756416321,1837060.72983551
127,9.81250238418579,1837060.72983551
128,19.923255443573,918530.364917755
129,52.4439353942871,918530.364917755
130,NA,918530.364916801
131,51.8897552490234,918530.364918709
132,52.8704795837402,918530.364917755
133,16.8207178115845,918530.364918709
134,11.0368585586548,1837060.72983551
135,12.7425689697266,918530.364917755
136,11.6688251495361,4592651.82458878
137,9.38363552093506,6429712.55442429
138,63.5935134887695,1837060.72983551
139,15.5311262607574,2755591.09475231
140,9.07200908660889,918530.364917755
141,15,3674121.45967484
142,12.2450342178345,2755591.09475327
143,75.2699432373047,2755591.09475327
144,12.2553968429565,14696485.8386879
145,16.5413799285889,1837060.72983551
146,0.383542507886887,918530.364918709
147,25.6374087333679,1837060.72983551
148,18.0840244293213,1837060.72983551
149,16.821138381958,918530.364917755
150,2.0593883395195,7348242.91934013
151,11.5900671482086,1837060.72983551
152,17.4623355865479,1837060.72983742
153,36.8786325454712,1837060.72983742
154,15.6697363853455,918530.364918709
155,42.1560707092285,1837060.72983551
156,NA,918530.364917755
157,11.8344125747681,918530.364917755
158,40.2525215148926,918530.364916801
159,15.7266683578491,918530.364916801
160,2.52043958008289,2755591.09475327
161,11.7227087020874,1837060.7298336
162,11.8504228591919,2755591.09474945
163,11.7968378067017,1837060.72983551
164,15.3731994628906,1837060.72983551
165,34.9658193588257,1837060.72983551
166,17.3947458267212,918530.364917755
167,18.588476896286,918530.364917755
168,12.0916247367859,1837060.72983551
169,10.3322153091431,918530.364917755
170,NA,4592651.82458687
171,10.9215936660767,1837060.72983551
172,32.4535298347473,1837060.72983742
173,38.1103096008301,1837060.72983551
174,16.4853706359863,3674121.45967102
175,70.4556121826172,1837060.72983551
176,18.2915287017822,1837060.72983742
177,12.9801197052002,1837060.72983551
178,18.1799049377441,1837060.72983742
179,18.1790747642517,1837060.7298336
180,12.3366563796997,3674121.45966721
181,33.3381500244141,918530.364916801
182,35.2850252787272,3674121.45966911
183,12.5116539001465,35822684.2317896
184,11.8684099197388,62460064.814394
185,22.9471139907837,1837060.72983551
186,NA,918530.364917755
187,11.4714159965515,918530.364917755
188,13.5449805259705,918530.364917755
189,16.6084609031677,21126198.3931274
190,31.9063758850098,6429712.5544281
191,80.7354221343994,1837060.72983742
192,NA,4592651.82458878
193,11.9086761474609,8266773.28426933
194,13.3183088302612,3674121.45967102
195,13.8393335342407,1837060.7298336
196,44.1769142150879,918530.364917755
197,64.3253889083862,918530.364916801
198,18.523588180542,918530.364916801
199,122.37190246582,1837060.72983456
200,19.6785068511963,918530.364917755
201,56.22314453125,918530.364918709
202,NA,10103834.0140934
203,-0.213205009698868,1837060.72983742
204,133.254695892334,1837060.7298336
205,18.4118366241455,5511182.18950272
206,33.4211988449097,918530.364916801
207,31.0584665934245,9185303.64918423
208,31.3727006912231,918530.364916801
209,13.6899337768555,1837060.72983551
210,NA,918530.364917755
211,13.7752962112427,1837060.72983646
212,34.6018004417419,918530.364916801
213,83.247220993042,918530.364917755
214,8.10670757293701,918530.364917755
215,16.4339521408081,19289137.663269
216,31.0548038482666,4592651.82458878
217,18.2413711547852,2755591.0947504
218,3.34195125102997,918530.364917755
219,21.5857172012329,1837060.72983551
220,30.6622533798218,918530.364918709
221,29.8534049987793,3674121.45967102
222,29.4696230888367,1837060.7298336
223,29.6469116210938,1837060.7298336
224,19.1300563812256,1837060.72983742
225,NA,918530.364916801
226,22.2772750854492,918530.364916801
227,28.822151184082,918530.364917755
228,28.6363868713379,918530.364918709
229,37.9629878997803,918530.364918709
230,47.5157051086426,1837060.72983551
231,19.6573753356934,918530.364918709
232,108.194686889648,1837060.72983742
233,27.596531867981,5511182.18950653
234,17.3367004394531,15615016.203598
235,14.4221291542053,6429712.5544281
236,14.9991296132406,19289137.6632576
237,17.4793977737427,9185303.64917946
238,22.6094150543213,4592651.82459259
239,17.2542924086253,51437700.4353743
240,NA,918530.364917755
241,32.01904296875,918530.364917755
242,29.3923892974854,918530.364918709
243,28.8542442321777,918530.364917755
244,NA,6429712.55442142
245,4.55993580818176,18370607.298358
246,180.331031799316,918530.364916801
247,14.642669916153,918530.364917755
248,28.3289461135864,918530.364917755
249,27.5752568244934,918530.364916801
250,28.2903938293457,918530.364917755
251,19.5651369094849,4592651.82458496
252,NA,5511182.18950653
253,NA,7348242.91934013
254,2.12763261795044,3674121.45967102
255,15.4548389911652,2755591.09475708
256,17.6110992431641,1837060.72983742
257,16.8806586265564,1837060.72983742
258,19.3243865966797,1837060.72983551
259,29.2718486785889,1837060.7298336
260,28.9757580757141,1837060.72983742
261,28.8481693267822,1837060.72983551
262,27.5210399627686,1837060.72983551
263,NA,3674121.45967102
264,14.338897228241,918530.364917755
265,16.7339468002319,3674121.45967102
266,15.3964824676514,1837060.7298336
267,30.5830020904541,918530.364917755
268,25.6452541351318,918530.364917755
269,15.8984317779541,918530.364916801
270,19.1240835189819,918530.364918709
271,28.9013885498047,3674121.45967102
272,26.5636978149414,918530.364917755
273,NA,1837060.72983551
274,14.3399357795715,1837060.72983551
275,17.7928628921509,1837060.7298336
276,34.6244473457336,1837060.72983742
277,15.2730007171631,6429712.55442047
278,13.746283531189,4592651.82459068
279,18.3990135192871,9185303.64917374
280,26.7284465789795,16533546.5685282
281,7.81383603552113,100119809.776024
282,15.6429109573364,1837060.72983456
283,14.4347982406616,918530.364917755
284,24.5013103485107,918530.364916801
285,24.3818912506104,918530.364917755
286,18.9793739318848,918530.364917755
287,31.5498485565186,918530.364916801
288,26,10103834.0140963
289,65.8771057128906,1837060.72983551
290,3.40680640935898,918530.364916801
291,145.907432556152,1837060.72983551
292,121.740249633789,918530.364916801
293,15.0478200912476,3674121.45967102
294,16.0165233612061,1837060.72983646
295,12.7883224487305,4592651.82458782
296,14.4633522033691,918530.364917755
297,20.9073991775513,918530.364917755
298,25.3330383300781,2755591.09475327
299,57.3958330154419,918530.364916801
300,10.3021183013916,918530.364916801
301,NA,1837060.72983551
302,15.460907459259,1837060.72983551
303,15.7531309127808,16533546.5685158
304,12.8497323989868,1837060.72983551
305,24.9472808837891,3674121.45966721
306,23.9269046783447,1837060.72983551
307,9.09716081619263,918530.364916801
308,18.6401062011719,1837060.7298336
309,18.5223159790039,2755591.09474945
310,NA,4592651.82458878
311,20.5152015686035,918530.364917755
312,83.0592174530029,918530.364918709
313,21.6433410644531,918530.364917755
314,19.8558521270752,918530.364917755
315,13.9508620670864,6429712.55442619
316,15.7655041217804,918530.364918709
317,18.0295131206512,918530.364917755
318,13.6155614852905,3674121.45967484
319,NA,213099044.660961
320,NA,17452076.9334421
321,5.32520437240601,1837060.72983742
322,124.665937423706,1837060.7298336
323,120.883529663086,1837060.72983551
324,18.3266055583954,1837060.7298336
325,18.8267211914062,3674121.45967293
326,19.5581665039062,1837060.72983551
327,15.6531219482422,7348242.91934204
328,28.1743535995483,7348242.91934204
329,13.9073473323475,169928117.509728
330,NA,918530.364917755
331,29.643946647644,918530.364917755
332,13.5791893005371,918530.364917755
333,14.7587041854858,918530.364917755
334,16.1472120285034,918530.364917755
335,16.65958070755,918530.364917755
336,28.0928144454956,918530.364916801
337,16.7080688476562,2755591.09475136
338,13.8537216186523,918530.364916801
339,10.3496122360229,918530.364917755
340,24.8591299057007,918530.364916801
341,26.371955871582,27555910.9475222
342,33.1143975257874,1837060.72983551
343,65.0168552398682,918530.364917755
344,17.1505470275879,1837060.72983551
345,8.75592041015625,1837060.72983551
346,19.9505348205566,1837060.72983551
347,12.9917764663696,1837060.72983551
348,12.4851274490356,1837060.72983551
349,15.2347555160522,1837060.72983742
350,17.9766778945923,1837060.72983742
351,21.808048248291,1837060.72983551
352,24.9892234802246,1837060.7298336
353,24.4130573272705,13777955.4737511
354,32.1840553283691,8266773.28425789
355,16.6947135925293,3674121.45967102
356,18.0068473815918,1837060.72983742
357,30.9501867294312,918530.364918709
358,11.4727847576141,2755591.09475231
359,17.7643270492554,1837060.72983551
360,19.1585445404053,1837060.7298336
361,21.1003088951111,918530.364916801
362,28.85054063797,918530.364916801
363,17.6006946563721,1837060.72983551
364,21.1579284667969,918530.364916801
365,6.66486104329427,160742813.860592
366,14.8859558105469,1837060.72983551
367,4.27815723419189,3674121.45967102
368,9.13027381896973,1837060.72983742
369,100.141235351562,1837060.72983551
370,20.7326927185059,3674121.45966911
371,8.97187614440918,1837060.7298336
372,10.8321088155111,12859425.1088333
373,15.2434844970703,1837060.7298336
374,14.0943002700806,1837060.72983551
375,15.6301116943359,2755591.09475327
376,17.2100872993469,1837060.7298336
377,18.9667491912842,9185303.64917755
378,20.656639734904,7348242.91933632
379,23.52490234375,6429712.5544281
380,22.1973361968994,5511182.18950272
381,23.4108428955078,8266773.28425503
382,24.0683374404907,1837060.72983551
383,26.0337328910828,1837060.7298336
384,103.456731796265,918530.364916801
385,8.74453496932983,918530.364918709
386,8.76119327545166,5511182.18950462
387,13.082305431366,918530.364916801
388,17.5249123573303,2755591.09475327
389,24.2667980194092,1837060.72983551
390,8.83370161056519,918530.364916801
391,1.28186931461096,18370607.2983589
392,1.26141916960478,918530.364918709
393,25.8290395736694,918530.364917755
394,19.3978080749512,918530.364917755
395,12.902045249939,918530.364918709
396,18.6063652038574,1837060.72983551
397,20.6863231658936,918530.364916801
398,21.6633906364441,8266773.28426361
399,34.3542251586914,918530.364917755
400,27.7667655944824,918530.364918709
401,28.7473258972168,3674121.45967484
402,16.9287657737732,2755591.09475327
403,11.7729744911194,2755591.09475327
404,17.4494190216064,1837060.7298336
405,22.8263969421387,5511182.18950653
406,24.4904174804688,7348242.91934204
407,29.6040897369385,2755591.09474945
408,18.3754549026489,918530.364918709
409,NA,1837060.72983551
410,78.4235916137695,918530.364917755
411,18.0812606811523,918530.364917755
412,11.2223706245422,918530.364917755
413,NA,62460064.8144131
414,10.295464515686,13777955.4737625
415,9.12813377380371,5511182.18951416
416,23.120774269104,8266773.28426361
417,22.7550086975098,8266773.28425217
418,24.6026735305786,11022364.3790092
419,8.66145252531225,501517579.245127
420,19.6836109161377,2755591.09474945
421,NA,1837060.72983551
422,9.1289119720459,5511182.18950462
423,5.6164174079895,15615016.2035961
424,14.7442903518677,1837060.7298336
425,11.3957633972168,1837060.72983551
426,16.826563835144,1837060.72983551
427,18.7312693595886,1837060.72983742
428,26.2105808258057,4592651.82458687
429,31.5231199264526,1837060.7298336
430,15.4214415550232,1837060.72983551
431,NA,918530.364917755
432,NA,40415336.0563869
433,10.5253443717957,918530.364918709
434,11.4573497772217,918530.364918709
435,18.9257802963257,918530.364918709
436,21.8093795776367,2755591.09475231
437,24.2465534210205,918530.364916801
438,37.6625671386719,918530.364917755
439,7.36837005615234,4592651.82458687
440,15.4894917011261,918530.364917755
441,10.7173271179199,5511182.18950558
442,10.64133644104,918530.364917755
443,14.139799118042,4592651.82459164
444,23.5031566619873,3674121.45967293
445,24.2217879295349,2755591.09475327
446,24.5825004577637,2755591.09475231
447,10.3477430343628,1837060.72983456
448,12.7004637718201,918530.364916801
449,15.7985868453979,918530.364918709
450,27.2516918182373,3674121.45967484
451,34.1791543960571,918530.364916801
452,37.7307052612305,2755591.09475231
453,11.6194620132446,9185303.6491766
454,6.930832862854,4592651.82459068
455,4.44771242141724,1837060.72983551
456,5.75478458404541,1837060.72983551
457,13.9454288482666,1837060.72983551
458,11.384388923645,11022364.3790102
459,15.5964303016663,1837060.7298336
460,18.5524168014526,10103834.0140953
461,23.0195369720459,3674121.45967102
462,22.4052363804408,30311502.0422935
463,21.9988169670105,1837060.72983551
464,27.7870388031006,1837060.72983551
465,22.4194774627686,3674121.45967102
466,73.205867767334,1837060.72983551
467,16.7353782653809,4592651.82458878
468,NA,918530.364918709
469,17.7964413166046,918530.364917755
470,14.2662725448608,2755591.09475422
471,15.3514676094055,918530.364917755
472,20.3334269523621,1837060.72983551
473,34.404821395874,918530.364918709
474,25.1997022628784,918530.364917755
475,50.0618209838867,918530.364916801
476,19.6736570199331,49600639.7055435
477,6.39008712768555,918530.364918709
478,33.8577423095703,918530.364918709
479,10.8376636505127,918530.364917755
480,13.4045987129211,918530.364916801
481,19.6591806411743,918530.364918709
482,26.9144611358643,918530.364917755
483,32.4136581420898,918530.364918709
484,36.283805847168,918530.364916801
485,24.029155254364,46845048.6107836
486,NA,11022364.3790131
487,18.7696323394775,2755591.09474945
488,12.0424575805664,2755591.09475708
489,10.8943381309509,6429712.55442047
490,33.004207611084,5511182.18950176
491,20.6436243057251,2755591.09475327
492,NA,11940894.7439346
493,NA,4592651.82458496
494,6.56375360488892,1837060.7298336
495,23.9674634933472,1837060.72983551
496,20.5504293441772,1837060.7298336
497,13.0722770690918,1837060.72983551
498,15.3605387210846,17452076.9334335
499,18.6949090957642,1837060.72983742
500,22.0538902282715,9185303.64917755
501,29.9127116203308,3674121.45967102
502,29.1656074523926,1837060.7298336
503,27.0407381057739,3674121.45967102
504,16.5178863525391,20207668.0281906
505,10.3492078781128,918530.364917755
506,11.6765995025635,1837060.7298336
507,19.0333652496338,9185303.64918137
508,30.4387435913086,5511182.18950939
509,27.3833198547363,1837060.72983456
510,5.02720487117767,5511182.18950653
511,4.05171048641205,2755591.09474945
512,11.9685611724854,8266773.2842598
513,14.2201941808065,10103834.0140953
514,21.5088996887207,3674121.45967102
515,29.7479062080383,5511182.18950653
516,33.2153358459473,2755591.09475327
517,24.1263317108154,3674121.45966721
518,24.8430938720703,7348242.91934109
519,20.4796304702759,2755591.09475327
520,NA,1837060.72983456
521,NA,918530.364916801
522,4.40039813518524,918530.364918709
523,74.1326942443848,918530.364917755
524,63.7553081512451,918530.364916801
525,11.0729789733887,1837060.72983551
526,16.3576135635376,1837060.72983551
527,20.0918083190918,918530.364917755
528,23.8086357116699,6429712.55442429
529,22.5112237930298,1837060.72983551
530,39.096203327179,13777955.4737749
531,13.7865443229675,1837060.72983456
532,11.6074681282043,918530.364917755
533,23.0557551383972,2755591.09475327
534,28.8010597229004,2755591.09475136
535,28.3884124755859,1837060.72983551
536,32.9722309112549,918530.364916801
537,NA,35822684.2317848
538,16.8787769590105,31230032.4072113
539,NA,11022364.3790131
540,2.30634490849779,314137384.801903
541,26.9834852218628,4592651.82458878
542,32.2222681045532,3674121.45967102
543,7.39874384138319,47763578.9757109
544,NA,11022364.3790073
545,5.52361059188843,2755591.09475327
546,5.04553556442261,5511182.18950653
547,10.9467420578003,4592651.82458687
548,20.1870527267456,2755591.09475327
549,8.50016355514526,1837060.72983742
550,12.714738368988,5511182.18950653
551,11.4253313541412,3674121.4596653
552,11.7193126678467,1837060.72983742
553,13.1661891937256,3674121.45967102
554,13.3178758621216,1837060.72983551
555,15.9473969936371,1837060.7298336
556,22.5088996887207,3674121.45967102
557,22.7419738769531,1837060.72983551
558,58.1884422302246,16533546.5685196
559,8.57455968856812,918530.364918709
560,4.00016832351685,918530.364918709
561,14.9966478347778,7348242.91934395
562,13.7860593795776,918530.364917755
563,11.5039200782776,2755591.09475327
564,14.8652935028076,918530.364917755
565,13.2187051773071,918530.364917755
566,13.5970404148102,3674121.45967484
567,14.3705167770386,1837060.7298336
568,16.9678185780843,37659744.9616299
569,21.0813417434692,1837060.72983551
570,28.8463020324707,918530.364917755
571,27.9922704696655,918530.364918709
572,27.0600137710571,1837060.72983551
573,22.3447723388672,918530.364917755
574,4.32831001281738,1837060.72983551
575,5.72722721099854,918530.364917755
576,14.3920741081238,918530.364916801
577,12.9686121940613,5511182.18950367
578,13.7987613677979,918530.364916801
579,15.8660335540771,918530.364917755
580,24.032901763916,918530.364917755
581,23.0951976776123,10103834.0140896
582,40.8940982818604,3674121.45967102
583,NA,1837060.72983551
584,4.28404557704926,3674121.45967102
585,4.91285347938538,2755591.09475708
586,15.0843172073364,7348242.91933823
587,14.5736780166626,1837060.72983551
588,10.682590007782,4592651.82458878
589,12.4015109539032,1837060.72983742
590,13.7358753681183,1837060.7298336
591,20.4706878662109,3674121.45967102
592,22.0660247802734,11940894.7439289
593,22.1068267822266,3674121.45966911
594,26.5430974960327,6429712.5544281
595,30.7300233840942,1837060.72983551
596,NA,918530.364918709
597,NA,918530.364917755
598,17.5954790115356,918530.364917755
599,10.8612780570984,1837060.72983551
600,12.3364009857178,918530.364917755
601,21.2552218437195,2755591.09475327
602,32.7457246780396,918530.364918709
603,24.45862865448,918530.364917755
604,24.2098512649536,918530.364916801
605,23.8561902046204,1837060.72983456
606,29.9683628082275,918530.364917755
607,13.0101728439331,918530.364917755
608,12.8753056526184,918530.364917755
609,25.8438720703125,918530.364916801
610,24.3892873128255,2755591.0947504
611,24.7542095184326,918530.364917755
612,55.2796834309896,15615016.203598
613,44.3740501403809,918530.364917755
614,24.0541324615479,9185303.64917946
615,NA,6429712.55442047
616,13.9608240127563,2755591.09475327
617,12.1701927185059,2755591.09475231
618,13.8150568008423,1837060.72983742
619,19.2378702163696,18370607.2983475
620,21.9819831848145,9185303.64917088
621,5.38148140907288,918530.364917755
622,12.4427607059479,1837060.72983551
623,14.1077420711517,1837060.72983551
624,14.7847838401794,21126198.3931122
625,19.7392749786377,918530.364916801
626,23.5881848335266,918530.364917755
627,23.0848121643066,2755591.09475708
628,31.3213505744934,1837060.72983551
629,25.0629239082336,918530.364916801
630,5.11373853683472,4592651.82458878
631,5.70911407470703,1837060.72983742
632,11.3507490158081,3674121.45967102
633,13.6666746139526,3674121.45966911
634,14.064248085022,1837060.72983742
635,14.9209260940552,2755591.09474945
636,18.5043611526489,3674121.45966911
637,20.2985019683838,1837060.72983742
638,28.2335519790649,7348242.91934204
639,27.6289427621024,27555910.9475193
640,31.8005415598551,14696485.8386726
641,25.9302616119385,1837060.72983551
642,90.872314453125,1837060.7298336
643,57.1849346160889,2755591.09475327
644,15.3115000724792,20207668.0281906
645,11.3027067184448,918530.364917755
646,12.3472599983215,1837060.72983456
647,12.3616352081299,15615016.2036018
648,15.1809997558594,2755591.09475136
649,16.9821043014526,3674121.45966721
650,21.2460746765137,918530.364916801
651,20.8462352752686,918530.364916801
652,28.706995010376,918530.364916801
653,25.2503852844238,918530.364916801
654,10.3066778182983,5511182.18950272
655,6.05941677093506,2755591.09475327
656,5.22412252426147,4592651.82458687
657,18.5074934959412,2755591.09475327
658,11.5493824481964,2755591.09475327
659,10.7319529851278,13777955.4737663
660,21.1393413543701,2755591.09475708
661,24.0569400787354,918530.364917755
662,32.176420211792,3674121.45967102
663,26.8657970428467,2755591.09474945
664,65.0051040649414,918530.364917755
665,18.5380954742432,918530.364917755
666,28.7527313232422,7348242.91934109
667,5.72387969493866,918530.364917755
668,6.44985949993134,918530.364918709
669,7.88669848442078,918530.364917755
670,18.0800409317017,1837060.72983551
671,14.3212924003601,918530.364917755
672,12.2852611541748,918530.364917755
673,11.788387298584,918530.364917755
674,15.9021310806274,918530.364916801
675,15.9594035148621,918530.364917755
676,20.7919292449951,918530.364916801
677,29.9682974815369,918530.364917755
678,24.9457284927368,50519170.0705013
679,28.0715460777283,918530.364917755
680,15.9562721252441,9185303.64917755
681,27.9820232391357,24800319.8527794
682,14.2001765569051,16533546.5685234
683,19.4305521647135,13777955.4737625
684,14.3976621627808,10103834.0140991
685,18.5287375450134,918530.364916801
686,12.0860813140869,20207668.0281906
687,12,2755591.09475231
688,16.6821250915527,918530.364917755
689,21.6247024536133,918530.364916801
690,37.0097198486328,918530.364917755
691,33.9621734619141,918530.364916801
692,30.0456504821777,918530.364917755
693,27.9915542602539,3674121.45967484
694,29.1470222473145,1837060.72983551
695,29.7525005340576,918530.364917755
696,8.34078633785248,1837060.72983742
697,13.5694255828857,3674121.45967293
698,11,2755591.09475327
699,11.2362186908722,1837060.72983551
700,12.3189232349396,17452076.9334278
701,13.6765995025635,3674121.45966721
702,14,1837060.7298336
703,16.4314312934875,1837060.72983742
704,15.5606727600098,3674121.45967102
705,18.4645252227783,1837060.72983551
706,29.2122192382812,14696485.8386841
707,30.8206005096436,6429712.55442429
708,28.1811962127686,1837060.72983551
709,72.4343376159668,6429712.5544281
710,8.97153607784102,6749361121.41594
711,10.8085584044456,33067093.1370258
712,9.86116504669189,918530.364917755
713,10.7187442779541,918530.364917755
714,36.4447536468506,918530.364917755
715,13.1594700813293,918530.364916801
716,16.0709269046783,918530.364917755
717,15.2738602161407,1837060.72983551
718,17.2647790908813,918530.364916801
719,19.3078374862671,3674121.45967007
720,29.68377161026,1837060.72983551
721,30.3120794296265,10103834.0140972
722,8.66475737094879,918530.364916801
723,13.3726377487183,1837060.72983551
724,20.7202987670898,1837060.72983551
725,14.5804004669189,918530.364917755
726,13.92879986763,2755591.09475327
727,15.0561723709106,1837060.72983551
728,29.4343166351318,918530.364916801
729,75.6352233886719,4592651.82458687
730,52.4131285349528,22963259.1229858
731,12.9943099021912,1837060.72983742
732,15.7279169559479,5511182.18950653
733,27.7174949645996,1837060.7298336
734,11.5210485458374,2755591.09475231
735,23.2543144226074,918530.364916801
736,13.5694255828857,918530.364916801
737,11.6931285858154,918530.364917755
738,19.0282707214355,918530.364916801
739,19.479175567627,918530.364916801
740,27.1688594818115,1837060.72983551
741,28.6425094604492,918530.364917755
742,28.0887209574382,10103834.0140915
743,80.2274703979492,918530.364917755
744,NA,421605437.497195
745,11,9185303.64917183
746,20.5623760223389,918530.364918709
747,13.5014667510986,918530.364918709
748,14.4956906971179,70726838.0986872
749,15.4115041097005,21126198.3931084
750,46.3090515136719,918530.364916801
751,29.0638999938965,918530.364916801
752,80.6240768432617,918530.364917755
753,64.3704414367676,918530.364916801
754,6.38920243581136,10103834.0140972
755,11.1322441101074,5511182.18950462
756,23.9864435195923,2755591.09475327
757,11.5771999359131,3674121.45967102
758,19.8578624725342,1837060.72983551
759,20.4546356201172,2755591.09475327
760,33.6757411956787,4592651.82458687
761,62.9084777832031,4592651.82458591
762,28.7128536224365,6429712.55442047
763,28.3302097320557,20207668.0281887
764,82.8535461425781,3674121.45966721
765,65.7312965393066,2755591.09475327
766,12.4343018531799,918530.364916801
767,11.4967842102051,918530.364917755
768,16.9947872161865,918530.364917755
769,15.0850267410278,4592651.82458687
770,15.4583654403687,918530.364917755
771,19.1920166015625,1837060.72983551
772,18.6372661590576,2755591.09475422
773,17.2638082504272,918530.364917755
774,14.1641659736633,3674121.45966911
775,17.4550800323486,918530.364918709
776,16.1865437030792,918530.364917755
777,87.9867086410522,918530.364917755
778,67.7427940368652,918530.364918709
779,17.9406894445419,38578275.3265533
780,15.0177774429321,11022364.3790092
781,20.5052852630615,1837060.72983456
782,15.522198677063,918530.364918709
783,13.8880929946899,918530.364917755
784,14.8716659545898,918530.364916801
785,16.5028772354126,2755591.09475327
786,19.604341506958,2755591.09475231
787,29.9762716293335,918530.364917755
788,19.052188873291,1837060.72983742
789,19.9942951202393,1837060.72983551
790,25.9011859893799,1837060.72983551
791,30.2087273597717,14696485.8386803
792,16.2423445383708,26637380.5826168
793,13.6995134353638,7348242.91934967
794,18.4478975931803,23881789.4878654
795,14.5984907150269,918530.364916801
796,13.4726047515869,918530.364917755
797,22.6642589569092,918530.364916801
798,14.5908374786377,918530.364918709
799,13.1537013053894,918530.364917755
800,15.1723201274872,1837060.72983551
801,19.8193531036377,918530.364916801
802,89.5420989990234,1837060.72983551
803,33.8536496162415,4592651.82459259
804,31.5834465026855,918530.364917755
805,29.846568107605,1837060.72983551
806,64.356632232666,12859425.1088371
807,17.8117961883545,918530.364917755
808,18.6730313301086,1837060.7298336
809,40.6405577659607,918530.364917755
810,30.6918129920959,918530.364916801
811,83.4111022949219,5511182.18950653
812,69.0973052978516,11022364.3790178
813,25.9183807373047,16533546.5685215
814,13.3896670341492,1837060.7298336
815,12.8634295463562,2755591.09474945
816,18.964150428772,2755591.09475327
817,14.7716360092163,5511182.18950462
818,19.7499961853027,1837060.72983551
